Latin Name,Common Name,Habit,Height,Hardiness,Growth,Soil,Shade,Moisture,Edible,Medicinal,Other Uses,Link
Polystichum aculeatum,Hard Shield Fern,Fern,0.8,4-8,,LM,FS,M,1,0,2,https://pfaf.org/user/Plant.aspx?LatinName=Polystichum aculeatum
Polystichum munitum,"Giant Holly Fern, Western swordfern",Fern,1.0,4-8,,LM,FS,DM,1,2,3,https://pfaf.org/user/Plant.aspx?LatinName=Polystichum munitum
Polytaenia nuttallii,Nuttall's prairie parsley,Perennial,0.6,4-6,M,LM,SN,DM,1,0,2,https://pfaf.org/user/Plant.aspx?LatinName=Polytaenia nuttallii
Polytrichum commune,"Common haircap, Great golden maidenhair,",Perennial,0.2,2-10,S,LMH,FSN,MWe,0,1,3,https://pfaf.org/user/Plant.aspx?LatinName=Polytrichum commune
Polytrichum juniperinum,"Hair-Cap Moss, Juniper polytrichum moss",Perennial,0.0,0-0,,LM,SN,DM,0,2,,https://pfaf.org/user/Plant.aspx?LatinName=Polytrichum juniperinum
Poncirus trifoliata,"Bitter Orange, Hardy orange, Trifoliat Orange, Japanese Hardy Orange",Shrub,3.0,6-9,S,LMH,SN,M,3,2,3,https://pfaf.org/user/Plant.aspx?LatinName=Poncirus trifoliata
Pongamia pinnata,"Pongam, Karum Tree, Poonga-Oil Tree, Indian Beech",Tree,20.0,10-12,F,LMH,FSN,MWe,0,3,4,https://pfaf.org/user/Plant.aspx?LatinName=Pongamia pinnata
Pontederia cordata,Pickerel Weed,Perennial,0.8,3-11,M,LMH,N,WeWa,3,1,0,https://pfaf.org/user/Plant.aspx?LatinName=Pontederia cordata
Populus alba,White Poplar,Tree,20.0,3-9,F,LMH,N,DM,1,2,3,https://pfaf.org/user/Plant.aspx?LatinName=Populus alba
Populus angustifolia,Narrowleaf Cottonwood,Tree,30.0,3-7,F,LMH,N,M,1,2,2,https://pfaf.org/user/Plant.aspx?LatinName=Populus angustifolia
Populus 'Balsam Spire',Tacatricho 32,Tree,30.0,4-8,F,LMH,N,M,0,3,2,https://pfaf.org/user/Plant.aspx?LatinName=Populus 'Balsam Spire'
Populus balsamifera,"Balsam Poplar, Black cottonwood",Tree,30.0,0-0,F,LMH,N,M,1,3,3,https://pfaf.org/user/Plant.aspx?LatinName=Populus balsamifera
Populus ciliata,Himalayan Poplar,Tree,20.0,0-0,F,LMH,N,M,0,2,2,https://pfaf.org/user/Plant.aspx?LatinName=Populus ciliata
Populus deltoides,"Eastern Cottonwood, Plains cottonwood, Rio Grande cottonwood, Necklace Poplar",Tree,30.0,3-9,F,LMH,N,M,2,2,4,https://pfaf.org/user/Plant.aspx?LatinName=Populus deltoides
Populus deltoides monilifera,Plains Cottonwood,Tree,30.0,0-0,F,LMH,N,M,1,2,3,https://pfaf.org/user/Plant.aspx?LatinName=Populus deltoides monilifera
Populus deltoides wislizenii,Rio Grande Cottonwood,Tree,30.0,0-0,F,LMH,N,M,2,1,3,https://pfaf.org/user/Plant.aspx?LatinName=Populus deltoides wislizenii
Populus euphratica,,Tree,15.0,0-0,F,LMH,N,MWe,0,1,3,https://pfaf.org/user/Plant.aspx?LatinName=Populus euphratica
Populus fremontii,"Cottonwood, Fremont cottonwood, Fremont Poplar, Western Cottonwood",Tree,25.0,2-9,F,LMH,N,DM,1,2,3,https://pfaf.org/user/Plant.aspx?LatinName=Populus fremontii
Populus grandidentata,"Canadian Aspen, Bigtooth aspen",Tree,20.0,2-5,F,LMH,N,M,1,1,2,https://pfaf.org/user/Plant.aspx?LatinName=Populus grandidentata
Populus heterophylla,Swamp Cottonwood,Tree,25.0,0-0,F,LMH,N,M,0,1,2,https://pfaf.org/user/Plant.aspx?LatinName=Populus heterophylla
Populus hybrids,Hybrid poplar,Tree,50.0,2-10,F,LMH,SN,DM,3,3,4,https://pfaf.org/user/Plant.aspx?LatinName=Populus hybrids
Populus maximowiczii,"Doronoki, Japanese poplar",Tree,30.0,4-8,F,LMH,N,M,0,1,2,https://pfaf.org/user/Plant.aspx?LatinName=Populus maximowiczii
Populus nigra,"Black Poplar, Lombardy poplar",Tree,30.0,3-9,F,LMH,N,M,1,3,4,https://pfaf.org/user/Plant.aspx?LatinName=Populus nigra
Populus pseudosimonii,,Tree,20.0,0-0,,LMH,N,M,1,1,2,https://pfaf.org/user/Plant.aspx?LatinName=Populus pseudosimonii
Populus sieboldii,Japanese Aspen,Tree,20.0,4-8,F,LMH,N,M,1,1,2,https://pfaf.org/user/Plant.aspx?LatinName=Populus sieboldii
Populus simonii,"Simon poplar, Chinese Poplar",Tree,30.0,2-5,F,LMH,N,M,1,1,2,https://pfaf.org/user/Plant.aspx?LatinName=Populus simonii
Populus tremula,"Aspen Poplar, European aspen, Aspen",Tree,18.0,2-5,F,LMH,SN,MWe,1,2,3,https://pfaf.org/user/Plant.aspx?LatinName=Populus tremula
Populus tremuloides,"American Aspen - Poplar, Quaking aspen",Tree,20.0,2-5,F,LMH,N,DM,1,3,3,https://pfaf.org/user/Plant.aspx?LatinName=Populus tremuloides
Populus trichocarpa,"Western Balsam Poplar, Black cottonwood",Tree,40.0,4-8,F,LMH,N,M,1,3,4,https://pfaf.org/user/Plant.aspx?LatinName=Populus trichocarpa
Populus x canadensis,"Canadian Poplar, Carolina Poplar",Tree,40.0,4-9,F,LMH,N,M,0,1,3,https://pfaf.org/user/Plant.aspx?LatinName=Populus x canadensis
Populus x canescens,Grey Poplar,Tree,30.0,4-9,F,LMH,N,M,0,1,2,https://pfaf.org/user/Plant.aspx?LatinName=Populus x canescens
Populus x jackii,Balm Of Gilead,Tree,30.0,0-0,F,LMH,N,M,0,3,2,https://pfaf.org/user/Plant.aspx?LatinName=Populus x jackii
Poraqueiba sericea,Umari,Tree,20.0,10-12,F,LMH,SN,DM,4,0,2,https://pfaf.org/user/Plant.aspx?LatinName=Poraqueiba sericea
Porteresia coarctata,Wild rice. Uri. Tropical wild rice,Perennial,2.0,10-12,F,LMH,N,MWeWa,3,0,3,https://pfaf.org/user/Plant.aspx?LatinName=Porteresia coarctata
Portulaca grandiflora,Rose Moss,Annual,0.2,-,,LM,N,DM,2,2,,https://pfaf.org/user/Plant.aspx?LatinName=Portulaca grandiflora
Portulaca oleracea,"Green Purslane, Little hogweed",Annual,0.3,3-12,F,LM,N,M,4,3,2,https://pfaf.org/user/Plant.aspx?LatinName=Portulaca oleracea
Portulaca oleracea sativa,Golden Purslane,Annual,0.3,-,,LM,N,M,4,3,,https://pfaf.org/user/Plant.aspx?LatinName=Portulaca oleracea sativa
Portulaca retusa,Little hogweed,Annual,0.2,0-0,,LM,N,DM,2,0,,https://pfaf.org/user/Plant.aspx?LatinName=Portulaca retusa
Potamogeton cheesemanii,,Perennial,0.0,-,,LMH,N,WeWa,1,0,,https://pfaf.org/user/Plant.aspx?LatinName=Potamogeton cheesemanii
Potamogeton crispus,Curly Pondweed,Perennial,0.0,0-0,F,LMH,N,Wa,2,0,0,https://pfaf.org/user/Plant.aspx?LatinName=Potamogeton crispus
Potamogeton cristatus,,Perennial,0.0,-,F,LMH,N,Wa,1,0,,https://pfaf.org/user/Plant.aspx?LatinName=Potamogeton cristatus
Potamogeton distinctus,,Perennial,0.0,-,F,LMH,N,Wa,1,0,,https://pfaf.org/user/Plant.aspx?LatinName=Potamogeton distinctus
Potamogeton natans,"Broad-Leaved Pondweed, Floating pondweed",Perennial,1.0,0-0,F,LMH,N,Wa,3,1,,https://pfaf.org/user/Plant.aspx?LatinName=Potamogeton natans
Potamogeton oxyphyllus,,Perennial,0.0,-,F,LMH,N,Wa,2,0,,https://pfaf.org/user/Plant.aspx?LatinName=Potamogeton oxyphyllus
Potamogeton pectinatus,Fennel-Leaved Pondweed,Perennial,0.0,-,F,LMH,N,Wa,3,1,,https://pfaf.org/user/Plant.aspx?LatinName=Potamogeton pectinatus
Potamogeton suboblongus,,Perennial,0.0,-,F,LMH,N,Wa,1,0,,https://pfaf.org/user/Plant.aspx?LatinName=Potamogeton suboblongus
Potentilla anserina,Silverweed,Perennial,0.3,4-8,F,LMH,SN,M,3,3,2,https://pfaf.org/user/Plant.aspx?LatinName=Potentilla anserina
Potentilla bicolor,,Perennial,1.0,5-9,,LMH,SN,M,1,0,,https://pfaf.org/user/Plant.aspx?LatinName=Potentilla bicolor
Potentilla chinensis,Chinese Cinquefoil,Perennial,0.6,-,,LMH,SN,M,1,1,,https://pfaf.org/user/Plant.aspx?LatinName=Potentilla chinensis
Potentilla cryptotaeniae,,Perennial,1.0,-,,LMH,SN,M,0,1,,https://pfaf.org/user/Plant.aspx?LatinName=Potentilla cryptotaeniae
Potentilla discolor,,Perennial,0.3,-,,LMH,SN,M,2,1,,https://pfaf.org/user/Plant.aspx?LatinName=Potentilla discolor
Potentilla egedei,Pacific Silverweed,Perennial,0.5,4-8,,LMH,SN,M,2,1,,https://pfaf.org/user/Plant.aspx?LatinName=Potentilla egedei
Potentilla erecta,"Tormentil, Erect cinquefoil",Perennial,0.3,4-8,,LMH,SN,M,1,3,1,https://pfaf.org/user/Plant.aspx?LatinName=Potentilla erecta
Potentilla fragarioides,,Perennial,0.3,-,,LMH,SN,M,1,1,,https://pfaf.org/user/Plant.aspx?LatinName=Potentilla fragarioides
Potentilla fruticosa,"Shrubby Cinquefoil, Potentilla",Shrub,1.2,2-6,M,LMH,SN,M,1,1,3,https://pfaf.org/user/Plant.aspx?LatinName=Potentilla fruticosa
Potentilla glandulosa,"Gland Cinquefoil, Sticky cinquefoil, Arizona cinquefoil, Ashland cinquefoil, Ewan's cinquefoil, Hans",Perennial,0.6,6-9,,LMH,SN,M,1,1,,https://pfaf.org/user/Plant.aspx?LatinName=Potentilla glandulosa
Potentilla hippiana,Woolly Cinquefoil,Perennial,0.6,5-9,,LMH,SN,M,0,1,,https://pfaf.org/user/Plant.aspx?LatinName=Potentilla hippiana
Potentilla kleiniana,,Perennial,0.3,-,,LMH,SN,M,1,1,,https://pfaf.org/user/Plant.aspx?LatinName=Potentilla kleiniana
Potentilla multifida,,Perennial,0.3,3-7,,LMH,SN,M,2,0,,https://pfaf.org/user/Plant.aspx?LatinName=Potentilla multifida
Potentilla nepalensis,"Nepal Cinquefoil, Cinquefoil",Perennial,0.6,5-10,M,LMH,SN,M,2,1,,https://pfaf.org/user/Plant.aspx?LatinName=Potentilla nepalensis
Potentilla norvegica,Norwegian Cinquefoil,Annual/Perennial,0.3,3-7,,LMH,SN,M,0,1,,https://pfaf.org/user/Plant.aspx?LatinName=Potentilla norvegica
Potentilla palustris,Marsh Cinquefoil,Perennial,0.5,3-7,,LMH,SN,We,1,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Potentilla palustris
Potentilla recta,"Rough-Fruited Cinquefoil, Erect cinquefoil",Perennial,0.6,4-8,,LMH,SN,M,2,1,0,https://pfaf.org/user/Plant.aspx?LatinName=Potentilla recta
Potentilla reptans,"Cinquefoil, Creeping cinquefoil",Perennial,1.0,4-8,,LMH,N,DM,1,2,2,https://pfaf.org/user/Plant.aspx?LatinName=Potentilla reptans
Potentilla rupestris,Rock Cinquefoil,Perennial,0.5,4-8,,LMH,SN,DM,1,0,,https://pfaf.org/user/Plant.aspx?LatinName=Potentilla rupestris
Potentilla simplex,"Old Field Cinquefoil, Common cinquefoil",Perennial,0.1,3-7,,LMH,SN,M,0,1,0,https://pfaf.org/user/Plant.aspx?LatinName=Potentilla simplex
Potentilla supina,,Annual/Perennial,0.3,-,,LMH,SN,M,1,1,,https://pfaf.org/user/Plant.aspx?LatinName=Potentilla supina
Pourouma cecropiifolia,Amazon Grape,Tree,15.0,10-12,F,MH,SN,M,4,2,2,https://pfaf.org/user/Plant.aspx?LatinName=Pourouma cecropiifolia
Pouteria altissima,"Abam, Apotro, Gomu",Tree,35.0,10-12,M,LMH,N,DM,0,0,4,https://pfaf.org/user/Plant.aspx?LatinName=Pouteria altissima
Pouteria caimito,"Abiu, Yellow Star Apple",Tree,15.0,10-12,M,LMH,SN,MWe,4,0,2,https://pfaf.org/user/Plant.aspx?LatinName=Pouteria caimito
Pouteria campechiana,"Canistel, Eggfruit",Tree,15.0,10-12,F,LMH,N,DMWe,4,2,2,https://pfaf.org/user/Plant.aspx?LatinName=Pouteria campechiana
Pouteria guianensis,Asepoko.,Tree,25.0,10-12,M,LMH,N,M,2,0,2,https://pfaf.org/user/Plant.aspx?LatinName=Pouteria guianensis
Pouteria pierrei,Aningeria,Tree,30.0,10-12,M,LMH,N,M,2,0,4,https://pfaf.org/user/Plant.aspx?LatinName=Pouteria pierrei
Pouteria sapota,"Sapote, Mamey Sapote",Tree,25.0,10-12,M,MH,N,M,4,2,2,https://pfaf.org/user/Plant.aspx?LatinName=Pouteria sapota
Prangos pabularia,,Perennial,1.0,-,,LM,SN,M,1,2,1,https://pfaf.org/user/Plant.aspx?LatinName=Prangos pabularia
Pratia angulata,,Perennial,0.0,6-9,F,LM,SN,M,2,0,,https://pfaf.org/user/Plant.aspx?LatinName=Pratia angulata
Prenanthes altissimus,Rattlesnake Root,Perennial,1.8,4-8,,LMH,FS,M,0,1,,https://pfaf.org/user/Plant.aspx?LatinName=Prenanthes altissimus
Primula auricula,,Perennial,0.2,3-7,,LMH,S,M,0,1,2,https://pfaf.org/user/Plant.aspx?LatinName=Primula auricula
Primula denticulata,Drumstick Primula,Perennial,0.3,4-8,,LMH,SN,MWe,2,0,2,https://pfaf.org/user/Plant.aspx?LatinName=Primula denticulata
Primula elatior,Oxlip,Perennial,0.3,3-7,,MH,FS,M,2,2,,https://pfaf.org/user/Plant.aspx?LatinName=Primula elatior
Primula involucrata,,Perennial,0.3,4-8,,LMH,S,MWe,0,2,,https://pfaf.org/user/Plant.aspx?LatinName=Primula involucrata
Primula macrophylla,,Perennial,0.3,5-9,,LMH,N,M,0,2,,https://pfaf.org/user/Plant.aspx?LatinName=Primula macrophylla
Primula parryi,Parry's primrose,Perennial,0.3,4-8,,LMH,FS,M,0,0,1,https://pfaf.org/user/Plant.aspx?LatinName=Primula parryi
Primula reticulata,,Perennial,0.4,5-9,,LMH,SN,M,0,1,,https://pfaf.org/user/Plant.aspx?LatinName=Primula reticulata
Primula sieboldii,,Perennial,0.2,4-8,,LMH,S,MWe,1,0,,https://pfaf.org/user/Plant.aspx?LatinName=Primula sieboldii
Primula veris,"Cowslip, Cowslip primrose",Perennial,0.3,4-8,,LMH,SN,M,3,3,,https://pfaf.org/user/Plant.aspx?LatinName=Primula veris
Primula vulgaris,"Primrose, Common Primrose, English Primrose",Perennial,0.3,5-10,M,LMH,SN,M,3,3,3,https://pfaf.org/user/Plant.aspx?LatinName=Primula vulgaris
Pringlea antiscorbutica,,,0.0,-,,LMH,SN,M,2,1,,https://pfaf.org/user/Plant.aspx?LatinName=Pringlea antiscorbutica
Prinsepia sinensis,Cherry prinsepia,Shrub,1.8,4-8,M,LMH,SN,M,2,0,,https://pfaf.org/user/Plant.aspx?LatinName=Prinsepia sinensis
Prinsepia uniflora,Rui Ren,Shrub,1.8,4-8,,LMH,SN,M,2,0,,https://pfaf.org/user/Plant.aspx?LatinName=Prinsepia uniflora
Prinsepia utilis,Cherry prinsepia,Shrub,3.5,6-9,,LMH,SN,M,4,2,4,https://pfaf.org/user/Plant.aspx?LatinName=Prinsepia utilis
Proboscidea fragrans,"Sweet Unicorn Plant, Ram's horn",Annual,0.6,9-11,,LMH,N,M,2,0,1,https://pfaf.org/user/Plant.aspx?LatinName=Proboscidea fragrans
Proboscidea louisianica,"Unicorn Plant,  Ram's horn",Annual,1.0,9-11,,LMH,N,M,2,0,2,https://pfaf.org/user/Plant.aspx?LatinName=Proboscidea louisianica
Prosopis africana,Pau Carvão. Mesquite. Iron tree,Tree,10.0,10-12,S,LMH,N,M,2,2,3,https://pfaf.org/user/Plant.aspx?LatinName=Prosopis africana
Prosopis alba,"White carob tree, Algarrobo blanco",Tree,10.0,10-12,M,LMH,N,DM,3,2,3,https://pfaf.org/user/Plant.aspx?LatinName=Prosopis alba
Prosopis chilensis,"Chilean algarrobo, Chilean mesquite",Tree,12.0,10-12,M,LM,N,DM,2,0,3,https://pfaf.org/user/Plant.aspx?LatinName=Prosopis chilensis
Prosopis cineraria,"Jandi, Ghaf",Tree,6.5,10-12,M,LMH,N,DM,3,2,3,https://pfaf.org/user/Plant.aspx?LatinName=Prosopis cineraria
Prosopis glandulosa,Honeypod mesquite. Glandular mesquite,Tree,7.0,8-11,F,LMH,N,M,3,2,4,https://pfaf.org/user/Plant.aspx?LatinName=Prosopis glandulosa
Prosopis juliflora,"Mesquite, Honey Mesquite",Tree,10.0,7-12,F,LM,N,DM,3,2,4,https://pfaf.org/user/Plant.aspx?LatinName=Prosopis juliflora
Prosopis pallida,Algaroba,Tree,12.0,10-12,F,LMH,N,DM,2,2,2,https://pfaf.org/user/Plant.aspx?LatinName=Prosopis pallida
Prosopis tamarugo,Tamarugo,Tree,12.0,10-12,F,LMH,N,DM,1,0,3,https://pfaf.org/user/Plant.aspx?LatinName=Prosopis tamarugo
Prostanthera cineolifera,,Shrub,1.8,-,,LMH,N,M,0,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Prostanthera cineolifera
Prostanthera rotundifolia,Mint Bush,Shrub,4.5,8-11,,LMH,N,M,0,2,2,https://pfaf.org/user/Plant.aspx?LatinName=Prostanthera rotundifolia
Protea cynaroides,King Protea,Shrub,2.0,8-11,,L,N,DM,1,0,,https://pfaf.org/user/Plant.aspx?LatinName=Protea cynaroides
Protea mellifera,Sugar Bush,Shrub,2.5,8-11,,L,N,DM,1,1,,https://pfaf.org/user/Plant.aspx?LatinName=Protea mellifera
Protea repens,Sugar Bush,Shrub,2.5,8-11,,L,N,DM,1,0,,https://pfaf.org/user/Plant.aspx?LatinName=Protea repens
Prumnopitys andina,Plum-Fruited Yew,Tree,15.0,7-10,S,LMH,SN,M,3,0,3,https://pfaf.org/user/Plant.aspx?LatinName=Prumnopitys andina
Prumnopitys ferruginea,Miro,Tree,25.0,8-11,S,LMH,SN,M,2,0,3,https://pfaf.org/user/Plant.aspx?LatinName=Prumnopitys ferruginea
Prumnopitys taxifolia,Matai,Tree,25.0,8-11,S,LMH,SN,M,2,0,3,https://pfaf.org/user/Plant.aspx?LatinName=Prumnopitys taxifolia
Prunella grandiflora,,Perennial,0.2,4-8,,LMH,SN,M,2,0,3,https://pfaf.org/user/Plant.aspx?LatinName=Prunella grandiflora
Prunella vulgaris,"Self-Heal, Common selfheal, Aleutian selfheal, Lance selfheal",Perennial,0.2,3-7,,LMH,SN,M,2,3,3,https://pfaf.org/user/Plant.aspx?LatinName=Prunella vulgaris
Prunus africana,Pygeum,Tree,18.0,10-12,F,LM,N,M,0,5,2,https://pfaf.org/user/Plant.aspx?LatinName=Prunus africana
Prunus alabamensis,Alabama Cherry,Tree,8.0,-,,LMH,SN,M,2,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Prunus alabamensis
Prunus alleghaniensis,"Allegheny Plum, 	Davis' plum",Tree,3.5,4-8,F,LMH,SN,M,3,1,2,https://pfaf.org/user/Plant.aspx?LatinName=Prunus alleghaniensis
Prunus americana,"American Plum, American Wild Plum,  Wild Plum",Tree,6.0,3-8,M,LMH,SN,M,3,2,3,https://pfaf.org/user/Plant.aspx?LatinName=Prunus americana
Prunus americana lanata,,Tree,10.0,3-7,,LMH,SN,M,3,1,2,https://pfaf.org/user/Plant.aspx?LatinName=Prunus americana lanata
Prunus andersonii,Desert Peach,Shrub,1.8,-,,LMH,SN,M,2,2,1,https://pfaf.org/user/Plant.aspx?LatinName=Prunus andersonii
Prunus angustifolia,"Chickasaw Plum, Watson's plum, Hally Jolivette Cherry",Tree,3.0,5-9,M,LMH,SN,M,3,1,3,https://pfaf.org/user/Plant.aspx?LatinName=Prunus angustifolia
Prunus angustifolia watsonii,Sand Plum,Shrub,3.0,5-9,,LMH,SN,M,4,1,2,https://pfaf.org/user/Plant.aspx?LatinName=Prunus angustifolia watsonii
Prunus apetala,Clove Cherry,Shrub,7.0,-,,LMH,SN,M,2,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Prunus apetala
Prunus arabica,,Shrub,0.0,-,,LMH,SN,DM,2,1,2,https://pfaf.org/user/Plant.aspx?LatinName=Prunus arabica
Prunus armeniaca,Apricot,Tree,9.0,5-7,M,LM,SN,M,4,3,4,https://pfaf.org/user/Plant.aspx?LatinName=Prunus armeniaca
Prunus armeniaca mandschurica,Manchurian apricot,Tree,6.0,3-9,M,LM,SN,M,4,3,3,https://pfaf.org/user/Plant.aspx?LatinName=Prunus armeniaca mandschurica
Prunus avium,"Wild Cherry, Sweet cherry",Tree,18.0,3-7,F,LMH,SN,M,4,2,4,https://pfaf.org/user/Plant.aspx?LatinName=Prunus avium
Prunus besseriana,Dwarf Almond,Tree,0.0,-,,LMH,SN,M,2,1,2,https://pfaf.org/user/Plant.aspx?LatinName=Prunus besseriana
Prunus besseyi,Western Sand Cherry,Shrub,1.2,3-6,M,LMH,SN,M,4,1,2,https://pfaf.org/user/Plant.aspx?LatinName=Prunus besseyi
Prunus bifrons,,Shrub,1.8,-,,LMH,SN,M,2,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Prunus bifrons
Prunus bokharensis,Bokhara Plum,Tree,0.0,-,,LMH,SN,M,2,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Prunus bokharensis
Prunus brigantina,Briançon Apricot,Tree,6.0,6-9,,LMH,SN,DM,4,1,2,https://pfaf.org/user/Plant.aspx?LatinName=Prunus brigantina
Prunus buergeriana,,Tree,9.0,4-8,,LMH,SN,M,2,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Prunus buergeriana
Prunus campanulata,Taiwan Cherry,Tree,7.0,7-9,M,LMH,SN,M,2,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Prunus campanulata
Prunus canescens,Greyleaf Cherry,Shrub,3.0,5-9,,LMH,SN,M,3,1,2,https://pfaf.org/user/Plant.aspx?LatinName=Prunus canescens
Prunus capsica,,Tree,0.0,-,,LMH,SN,M,2,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Prunus capsica
Prunus caroliniana,"American Cherry Laurel, Carolina laurelcherry, Laurel Cherry,",Shrub,12.0,7-10,F,LMH,SN,DM,2,1,3,https://pfaf.org/user/Plant.aspx?LatinName=Prunus caroliniana
Prunus cerasifera,"Cherry Plum, Myrobalan Plum, Newport Cherry Plum, Pissard Plum",Tree,9.0,5-8,M,LMH,SN,M,4,1,3,https://pfaf.org/user/Plant.aspx?LatinName=Prunus cerasifera
Prunus cerasifera divaricata,,Tree,10.0,4-8,,LMH,SN,M,4,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Prunus cerasifera divaricata
Prunus cerasoides,Wild Himalayan Cherry,Tree,30.0,7-10,,LMH,SN,M,2,2,2,https://pfaf.org/user/Plant.aspx?LatinName=Prunus cerasoides
Prunus cerasus,Sour Cherry,Tree,6.0,3-7,,LMH,SN,M,1,2,3,https://pfaf.org/user/Plant.aspx?LatinName=Prunus cerasus
Prunus cerasus austera,Morello Cherry,Tree,9.0,3-7,,LMH,SN,M,3,1,3,https://pfaf.org/user/Plant.aspx?LatinName=Prunus cerasus austera
Prunus cerasus caproniana,Kentish Red Cherry,Tree,9.0,3-7,,LMH,SN,M,3,1,3,https://pfaf.org/user/Plant.aspx?LatinName=Prunus cerasus caproniana
Prunus cerasus frutescens,Bush Sour Cherry,Tree,1.0,3-7,,LMH,SN,M,3,1,3,https://pfaf.org/user/Plant.aspx?LatinName=Prunus cerasus frutescens
Prunus cerasus marasca,Maraschino Cherry,Tree,8.0,3-7,,LMH,SN,M,3,1,3,https://pfaf.org/user/Plant.aspx?LatinName=Prunus cerasus marasca
Prunus cocomilia,,Shrub,5.0,5-9,,LMH,SN,M,2,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Prunus cocomilia
Prunus consociiflora,Chinese Wild Peach,Tree,6.0,5-9,,LMH,SN,M,4,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Prunus consociiflora
Prunus cornuta,Himalayan Bird Cherry,Tree,15.0,4-8,,LMH,SN,M,2,1,2,https://pfaf.org/user/Plant.aspx?LatinName=Prunus cornuta
Prunus cortapico,,Shrub,0.0,-,,LMH,SN,M,2,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Prunus cortapico
Prunus davidiana,Chinese Wild Peach,Tree,9.0,4-8,,LMH,SN,M,2,3,1,https://pfaf.org/user/Plant.aspx?LatinName=Prunus davidiana
Prunus dawyckensis,Dawyck Cherry,Tree,9.0,5-9,,LMH,SN,M,3,1,2,https://pfaf.org/user/Plant.aspx?LatinName=Prunus dawyckensis
Prunus dielsiana,,Shrub,6.0,5-9,,LMH,SN,M,2,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Prunus dielsiana
Prunus domestica,"Plum, European plum",Tree,12.0,4-9,M,LMH,SN,M,5,2,3,https://pfaf.org/user/Plant.aspx?LatinName=Prunus domestica
Prunus domestica italica,"Gages, Greengage",Tree,5.0,5-8,M,LMH,SN,M,5,2,2,https://pfaf.org/user/Plant.aspx?LatinName=Prunus domestica italica
Prunus dulcis,"Almond, Sweet almond",Tree,6.0,6-9,,LMH,N,M,4,3,3,https://pfaf.org/user/Plant.aspx?LatinName=Prunus dulcis
Prunus emarginata,Bitter Cherry,Tree,5.0,5-9,M,LMH,SN,M,2,2,2,https://pfaf.org/user/Plant.aspx?LatinName=Prunus emarginata
Prunus fasciculata,Desert Almond,Shrub,3.0,6-9,,LMH,SN,DM,2,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Prunus fasciculata
Prunus fenzliana,,Shrub,1.5,4-8,,LMH,SN,M,2,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Prunus fenzliana
Prunus fruticosa,"Mongolian Cherry, European dwarf cherry",Shrub,1.0,4-8,,LMH,N,DM,3,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Prunus fruticosa
Prunus glandulosa,"Korean Cherry, Dwarf Flowering Almond",Shrub,1.0,5-8,M,LMH,N,DM,2,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Prunus glandulosa
Prunus gracilis,"Sour Plum, Oklahoma plum",Shrub,1.2,5-9,,LMH,N,DM,2,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Prunus gracilis
Prunus grayana,"Japanese Bird Cherry, Japanese Bird Cherry",Tree,9.0,6-7,M,LMH,SN,M,2,1,2,https://pfaf.org/user/Plant.aspx?LatinName=Prunus grayana
Prunus gymnodonta,,Tree,0.0,-,,LMH,SN,M,2,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Prunus gymnodonta
Prunus hortulana,"Hog Plum, Hortulan plum",Tree,9.0,5-9,,LMH,SN,M,3,1,2,https://pfaf.org/user/Plant.aspx?LatinName=Prunus hortulana
Prunus humilis,Bush Cherry,Shrub,1.5,4-8,,LMH,N,M,3,2,1,https://pfaf.org/user/Plant.aspx?LatinName=Prunus humilis
Prunus ilicifolia,Holly-Leaved Cherry,Shrub,4.0,8-11,M,LMH,SN,DM,2,1,2,https://pfaf.org/user/Plant.aspx?LatinName=Prunus ilicifolia
Prunus incana,,Shrub,2.0,5-9,,LMH,N,DM,2,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Prunus incana
Prunus incisa,Fuji Cherry,Shrub,6.0,5-7,S,LMH,SN,M,3,1,2,https://pfaf.org/user/Plant.aspx?LatinName=Prunus incisa
Prunus insititia,Damson,Tree,6.0,5-9,M,LMH,SN,M,5,1,3,https://pfaf.org/user/Plant.aspx?LatinName=Prunus insititia
Prunus iranica,,Tree,0.0,-,,LMH,SN,M,2,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Prunus iranica
